9/26/2015 11:20,Law Is Force #Bastiat ,http://bastiat.org/en/the_law.html#SECTION_G029
9/26/2015 13:45,Legislators Told How to Manage Men #Bastiat ,http://bastiat.org/en/the_law.html#SECTION_G049
9/26/2015 16:10,Socialists Want Forced Conformity #Bastiat ,http://bastiat.org/en/the_law.html#SECTION_G047
9/26/2015 18:35,Dictatorial Arrogance #Bastiat ,http://bastiat.org/en/the_law.html#SECTION_G056
9/26/2015 21:00,The Seductive Lure of Socialism #Bastiat ,http://bastiat.org/en/the_law.html#SECTION_G025
9/26/2015 23:25,Napoleon Wanted Passive Mankind #Bastiat ,http://bastiat.org/en/the_law.html#SECTION_G058
9/26/2015 1:50,Proof of an Idea #Bastiat ,http://bastiat.org/en/the_law.html#SECTION_G074
9/26/2015 4:15,A Defense of Paternal Government #Bastiat ,http://bastiat.org/en/the_law.html#SECTION_G040
9/26/2015 6:40,The Results of Legal Plunder #Bastiat ,http://bastiat.org/en/the_law.html#SECTION_G010
9/26/2015 9:05,The Path to Dignity and Progress #Bastiat ,http://bastiat.org/en/the_law.html#SECTION_G073
9/26/2015 11:30,Justice Means Equal Rights #Bastiat ,http://bastiat.org/en/the_law.html#SECTION_G072
9/26/2015 13:55,The Influence of Socialist Writers #Bastiat ,http://bastiat.org/en/the_law.html#SECTION_G036
